city,year,weekofyear,week_start_date,ndvi_ne,ndvi_nw,ndvi_se,ndvi_sw,reanalysis_air_temp_k,reanalysis_avg_temp_k,reanalysis_dew_point_temp_k,reanalysis_max_air_temp_k,reanalysis_min_air_temp_k,reanalysis_precip_amt_kg_per_m2,reanalysis_relative_humidity_percent,reanalysis_sat_precip_amt_mm,reanalysis_specific_humidity_g_per_kg,reanalysis_tdtr_k,station_avg_temp_c,station_diur_temp_rng_c,station_max_temp_c,station_min_temp_c,station_precip_mm,total_cases
sj,1991,15,1991-04-09,0.1765,0.2763,0.1845333,0.1773667,297.37286,297.65714,293.61572,299.2,295.9,19.78,79.62857,6.0,14.992857,2.6285715,25.3,6.5142856,28.9,21.1,18.8,15
sj,1991,16,1991-04-16,0.0774,0.1024,0.16355,0.2061667,297.28427,297.39285,292.17,298.9,296.0,21.9,73.351425,44.57,13.732857,2.0142858,25.514286,6.2714286,29.4,21.1,19.4,23
sj,1991,17,1991-04-23,,0.18845,0.1883143,0.2249429,298.07428,298.23572,294.02856,299.6,296.7,19.7,78.44714,32.72,15.461429,2.3,26.528572,8.014286,32.8,21.7,3.5,16
sj,1991,18,1991-04-30,0.2091667,0.160575,0.1761714,0.1761714,298.83142,299.07144,294.97,301.0,297.1,8.38,79.36,0.0,16.314285,2.8,27.314285,7.714286,32.2,22.8,2.8,17
sj,1991,19,1991-05-07,0.11595,0.180175,0.1063857,0.1111857,298.63858,298.72144,294.81287,300.9,297.2,20.6,79.54143,35.38,16.185715,2.4142857,26.928572,6.928571,31.7,22.8,40.2,12
sj,1991,20,1991-05-14,,0.10455,0.15115,0.0964,298.3257,298.40714,294.61856,300.1,296.6,35.37,80.06715,4.16,15.974286,2.5,26.528572,6.5857143,30.6,22.8,32.8,17
sj,1991,21,1991-05-21,0.0669,0.1335667,0.09711667,0.1356,298.5843,298.45715,295.1243,300.4,297.0,59.3,81.30143,51.16,16.501429,1.8571428,27.385714,6.7,31.7,22.8,3.6,10
sj,1991,22,1991-05-28,0.1401,0.1594667,0.2143167,0.2571,298.80856,298.8857,295.2743,301.1,297.3,43.4,81.08857,55.37,16.645714,2.142857,27.942858,7.0142856,33.3,23.3,5.6,15
sj,1991,23,1991-06-04,0.08585,0.087,0.1196,0.1659286,299.5186,299.75,294.92572,301.6,297.4,5.0,76.07429,8.08,16.324286,2.8714285,28.071428,7.5,33.3,23.3,20.6,19
sj,1991,24,1991-06-11,0.1091,0.1564667,0.1734286,0.1739714,299.89142,300.07144,295.49286,301.8,298.4,5.82,77.03571,6.09,16.882856,2.4,28.22857,7.9714284,33.9,23.9,9.4,21
sj,1991,25,1991-06-18,0.0596,0.09235,0.1301286,0.1306429,299.77573,299.97144,296.3,301.9,298.4,17.0,81.421425,44.25,17.704287,2.1714287,28.928572,7.142857,33.9,25.0,3.3,14
sj,1991,26,1991-06-25,0.07965,0.122,0.1851143,0.1582429,299.41,299.47858,296.22858,302.5,297.7,37.8,82.74571,73.76,17.62857,2.0428572,27.914286,7.4,32.8,22.8,12.4,18
sj,1991,27,1991-07-02,,0.1779333,0.2015286,0.1981571,299.37143,299.3857,295.9457,302.4,297.4,51.99,81.69428,26.7,17.352858,2.142857,28.37143,6.6,32.8,23.9,24.7,13
sj,1991,28,1991-07-09,0.0969,,0.13805,0.1679167,300.00143,300.17142,295.79144,302.1,297.9,18.7,77.877144,6.13,17.151428,2.4285715,28.414286,6.6714287,32.8,24.4,4.6,14
sj,1991,29,1991-07-16,,0.07733333,0.09982857,0.1166429,300.23428,300.34286,296.08142,302.2,298.6,23.6,78.24143,29.67,17.472857,2.4285715,28.8,6.9142857,33.9,23.9,12.2,18
sj,1991,30,1991-07-23,0.0801,0.00805,0.1380333,0.1290667,299.80856,299.97858,296.33286,302.1,298.2,27.4,81.48286,56.58,17.734285,2.2428572,28.0,5.885714,32.8,24.4,43.1,23
sj,1991,31,1991-07-30,,,0.1906429,0.1593286,299.85284,299.9643,296.47858,302.0,298.3,34.39,81.89714,48.41,17.87857,2.3,28.571428,6.3428574,33.3,25.0,18.0,25
sj,1991,32,1991-08-06,0.07315,0.1124,0.1925857,0.2093571,299.83142,299.8643,296.46857,301.8,298.1,31.5,81.96,13.29,17.895714,2.2428572,28.5,6.5142856,32.8,24.4,12.5,62
sj,1991,33,1991-08-13,0.0593,,0.1551,0.1567,300.42,300.65,296.48428,302.8,298.7,20.4,79.19714,0.0,17.911428,2.1857142,29.428572,5.4714284,33.3,25.6,3.3,60
sj,1991,34,1991-08-20,0.0569,0.09814,0.1285143,0.1437286,300.31143,300.3857,296.58142,302.6,298.3,25.47,80.255714,51.88,18.011429,2.4,29.27143,7.5142856,34.4,24.4,1.5,76
sj,1991,35,1991-08-27,0.0693,0.05705,0.22504,0.1864,300.11716,300.2,296.67,302.3,298.6,23.8,81.594284,55.2,18.091429,2.3714285,28.157143,7.0,32.2,23.9,10.7,66
sj,1991,36,1991-09-03,0.10805,0.091675,0.1398,0.1624143,300.1057,300.15,296.79858,302.3,298.4,42.33,82.31,65.9,18.262857,2.1285715,28.942858,7.542857,34.4,24.4,27.2,64
sj,1991,37,1991-09-10,0.10475,0.1598333,0.11208,0.1446429,300.54,300.6357,296.45142,302.8,298.7,11.4,78.627144,33.56,17.895714,3.0428572,28.971428,7.7,33.9,23.3,61.0,68
sj,1991,38,1991-09-17,0.1098,0.1527333,0.1685714,0.1688714,300.52713,300.6,296.90143,303.0,298.8,28.8,80.877144,29.53,18.4,2.4571428,28.914286,6.8,33.3,24.4,7.9,89
sj,1991,39,1991-09-24,0.1676,0.1489,0.1714286,0.2181429,300.06,300.05,296.59,302.4,298.2,77.5,81.424286,73.55,18.044285,2.0714285,28.142857,6.6857142,32.8,24.4,31.8,92
sj,1991,40,1991-10-01,0.1291,0.16672,0.177,0.1955571,299.65,299.69287,296.39716,301.6,298.3,60.0,82.48572,31.68,17.85,2.0428572,27.742857,6.9142857,32.8,23.3,26.5,140
sj,1991,41,1991-10-08,0.093,0.093,0.1450833,0.1681667,299.56287,299.67142,295.88715,302.0,297.6,55.1,80.51572,32.1,17.344286,2.2571428,27.657143,6.614286,31.7,22.8,8.3,116
sj,1991,42,1991-10-15,0.0137,0.12886,0.1090429,0.1070286,299.89716,299.92142,296.0186,302.0,298.1,31.19,79.38286,3.29,17.431429,2.3,28.542856,7.6285715,33.9,24.4,21.3,142
sj,1991,43,1991-10-22,0.1944,0.1186,0.1808143,0.1998714,299.89142,299.99286,295.45572,302.0,298.0,12.6,76.777145,50.24,16.85,2.8142858,27.828571,7.0857143,32.8,23.3,3.5,129
sj,1991,44,1991-10-29,0.094,0.09665,0.1255667,0.1213167,299.9057,299.99286,295.91858,302.4,298.1,26.83,78.987144,72.61,17.375713,3.0428572,28.114286,7.257143,32.8,24.4,4.8,140
sj,1991,45,1991-11-05,0.0544,0.05475,0.1121333,0.1193857,299.09,299.27856,295.56714,302.6,297.3,74.83,81.05857,42.92,16.967142,2.9,27.185715,6.757143,32.2,22.8,41.4,140
sj,1991,46,1991-11-12,0.0954,0.1114,0.1949429,0.1980571,298.6857,298.7857,295.61572,301.0,297.4,72.7,83.51428,78.73,17.061428,1.9714285,26.657143,6.742857,31.1,22.2,28.2,127
sj,1991,47,1991-11-19,0.00825,0.028425,0.1387429,0.1796429,298.69858,298.70715,294.03,300.8,297.1,15.1,75.54857,0.0,15.46,2.2714286,26.314285,6.8142858,30.0,22.2,9.4,129
sj,1991,48,1991-11-26,0.08786667,0.1519,0.1796286,0.1661857,298.3757,298.5,294.93857,301.1,296.9,78.43,81.48572,35.34,16.322857,2.0285714,26.27143,6.5857143,30.0,22.2,76.2,169
sj,1991,49,1991-12-03,0.0802,0.14025,0.1336286,0.1344571,298.64285,298.84286,294.97427,300.5,297.7,35.1,80.27571,0.0,16.34,1.8,26.72857,6.0571427,30.6,23.3,19.6,141
sj,1991,50,1991-12-10,-0.02665,0.2128,0.2224143,0.2289429,298.5186,298.59286,294.51428,300.2,297.3,26.8,78.62143,0.0,15.884286,2.0142858,25.614286,5.857143,29.4,21.7,34.2,108
sj,1991,51,1991-12-17,,0.04613333,0.1144,0.04045714,298.0843,298.1357,292.86572,299.6,296.6,8.76,72.86143,0.0,14.335714,2.0714285,25.0,6.1571426,28.9,20.6,6.1,78
sj,1991,52,1991-12-24,0.12355,0.1237,0.1379333,0.1297556,296.52142,296.50714,292.04572,299.2,294.3,19.3,76.127144,0.0,13.635715,2.2142856,24.357143,6.1857142,28.3,19.4,13.7,70
sj,1992,1,1992-01-01,0.1251,0.1578667,0.1852833,0.1813667,,,,,,,,,,,,,,,,81
sj,1992,2,1992-01-08,0.1008333,0.073575,0.1387143,0.1127857,297.91287,298.12143,294.45715,300.4,296.1,18.3,81.3,200.85,15.8785715,2.3,25.657143,7.5,30.6,20.6,58.2,104
sj,1992,3,1992-01-15,0.2224,0.2299,0.1984571,0.1994143,297.33856,297.48572,294.46713,300.2,295.6,19.8,84.11714,3.12,15.832857,1.8571428,25.471428,6.1714287,31.1,21.7,32.3,90
sj,1992,4,1992-01-22,0.1225333,0.13105,0.1888429,0.1688714,297.09143,297.33572,293.02142,299.5,295.6,5.11,78.29143,0.0,14.482857,2.357143,24.857143,7.4428573,30.6,20.0,1.3,85
sj,1992,5,1992-01-29,,0.0483,0.1736714,0.1919286,297.42,297.55,292.71857,299.3,295.5,6.5,75.22,0.0,14.185715,2.442857,24.8,6.5857143,28.9,20.0,9.2,55
sj,1992,6,1992-02-05,0.1016,0.0846,0.1117167,0.1879571,296.92,297.12857,292.61716,300.7,294.5,16.2,77.05857,0.0,14.122857,3.4,24.714285,7.357143,30.6,20.0,3.0,53
sj,1992,7,1992-02-12,,0.1305,0.1957429,0.1788571,297.79858,298.05713,294.65,300.2,295.3,20.1,82.87572,,16.06,2.2,26.028572,6.571429,32.2,20.0,1.3,65
sj,1992,8,1992-02-19,,0.1844667,0.1946143,0.2030571,297.89856,298.10715,293.62857,300.1,296.3,4.4,77.295715,,15.012857,2.5857143,25.757143,7.385714,33.9,21.7,8.9,33
sj,1992,9,1992-02-26,0.10705,0.0815,0.1652429,0.1630571,297.47287,297.67856,292.96713,299.3,296.3,14.4,76.03714,,14.381429,2.4142857,25.285715,6.1714287,29.4,21.7,16.0,38
sj,1992,10,1992-03-04,,0.18218,0.1910857,0.1928571,297.65143,297.8,293.31714,299.8,295.7,5.5,76.87857,0.0,14.701428,2.3142858,25.657143,7.8142858,31.1,20.6,2.9,59
sj,1992,11,1992-03-11,0.08685,0.09015,0.128,0.1551,297.63428,297.7857,293.54,299.6,296.1,12.6,78.057144,23.22,14.944285,2.5142858,25.785715,7.757143,31.7,21.7,5.9,40
sj,1992,12,1992-03-18,0.05305,0.08405,0.1417714,0.1345143,297.94714,298.15,293.70856,300.4,295.5,3.56,77.505714,0.0,15.135715,2.7,26.1,7.857143,31.1,21.7,4.8,37
sj,1992,13,1992-03-25,,,0.1348429,0.1068,297.21857,297.42856,293.57858,300.3,295.8,21.0,80.23857,0.0,14.968572,2.8,26.2,5.714286,32.2,22.2,2.3,29
sj,1992,14,1992-04-01,0.09995,0.07765,0.1930667,0.1769,297.98285,298.07144,293.88428,300.2,296.0,16.2,78.06715,122.27,15.264286,2.7428572,26.22857,7.5285716,31.1,21.7,24.1,30
sj,1992,15,1992-04-08,0.1039,0.1315,0.1224714,0.1243857,298.68286,298.87857,294.1957,301.6,295.9,11.1,76.37572,43.21,15.612857,3.6142857,26.985714,7.8428574,32.8,21.7,0.0,30
sj,1992,16,1992-04-15,0.07515,0.09743333,0.1590286,0.1729857,297.83142,298.0,294.94287,300.4,296.6,70.6,84.18429,83.11,16.324286,2.142857,26.814285,5.885714,31.7,22.8,24.5,28
sj,1992,17,1992-04-22,0.0922,0.1137,0.1514143,0.1548286,298.08856,298.25714,294.04858,300.6,296.5,25.8,78.42571,36.16,15.452857,2.8285713,26.671429,7.242857,31.7,22.2,4.6,23
sj,1992,18,1992-04-29,0.0125,0.0635,0.07031429,0.08944286,298.19714,298.52142,293.4,302.1,295.6,4.0,74.93285,0.0,14.9,3.6142857,27.37143,6.5,33.9,23.3,1.6,24
sj,1992,19,1992-05-06,0.10875,0.2169,0.1823286,0.2073571,298.33572,298.44287,294.22144,302.1,296.0,45.0,78.48,13.92,15.75,3.0,26.785715,6.9142857,33.9,22.2,32.0,29
sj,1992,20,1992-05-13,0.101875,-0.0088,0.1420667,0.1259,298.3343,298.51428,294.27573,300.4,296.4,27.5,78.38143,2.94,15.687143,2.2285714,27.442858,5.957143,31.1,22.8,8.1,26
sj,1992,21,1992-05-20,0.1024,0.0686,0.06238333,0.0574,298.40857,298.55713,295.76715,301.0,296.8,570.5,85.64714,71.85,17.232857,2.7142856,27.857143,6.7714286,32.8,23.3,22.1,23
sj,1992,22,1992-05-27,0.1215,,0.2191571,0.2130143,298.61572,298.75,296.3343,301.4,297.0,130.3,87.30143,186.25,17.832857,2.357143,27.428572,5.957143,31.7,23.9,80.2,20
sj,1992,23,1992-06-03,0.12165,0.13995,0.1100857,0.1022286,299.10428,299.22858,296.52286,301.0,297.8,50.0,85.82714,42.24,17.995714,2.1142857,27.5,6.9142857,31.7,22.8,103.9,19
sj,1992,24,1992-06-10,0.08395,0.0856,0.1023714,0.1117714,298.90143,298.9643,296.1543,300.5,297.6,43.8,84.87,43.21,17.57,1.9857143,28.2,6.8714285,32.8,24.4,102.4,20
sj,1992,25,1992-06-17,0.10445,0.15315,0.1811571,0.1920857,298.93143,298.95715,296.04285,301.0,297.0,37.1,84.24857,52.07,17.44143,2.0,28.285715,6.742857,32.8,24.4,29.8,26
sj,1992,26,1992-06-24,0.1302,0.1302,0.13938,0.11475,299.56857,299.55,296.38428,301.8,298.0,33.7,82.777145,52.96,17.807142,1.7285714,28.485714,7.0285716,32.8,23.9,5.4,29
sj,1992,27,1992-07-01,0.1194,0.1439,0.1693286,0.1684714,300.17715,300.37857,296.27573,301.8,298.3,10.0,79.33428,10.74,17.667143,2.2714286,29.22857,6.642857,33.3,25.6,3.1,31
sj,1992,28,1992-07-08,,0.192,0.1468571,0.1530714,300.2857,300.5643,296.19858,302.2,298.7,5.4,78.49715,1.86,17.568571,2.7857144,28.72857,6.614286,32.8,24.4,1.8,28
sj,1992,29,1992-07-15,0.112,0.1255,0.14214,0.1825333,299.79,299.82858,296.05286,301.8,298.0,46.1,80.15,94.14,17.43,2.0,27.62857,6.042857,31.7,23.9,45.2,26
sj,1992,30,1992-07-22,-0.1396,0.05918,0.1371286,0.1288714,299.22714,299.37143,295.8757,301.1,298.0,69.04,81.98428,33.51,17.248571,2.0285714,27.557142,6.857143,31.7,23.3,41.0,32
sj,1992,31,1992-07-29,0.0539,0.1261333,0.1337714,0.1499143,299.02573,299.10715,295.74573,300.8,297.7,58.8,82.34571,31.12,17.114286,1.8142858,27.971428,6.928571,32.2,22.8,14.2,35
sj,1992,32,1992-08-05,0.152675,0.173275,0.1500429,0.1450571,299.7557,299.91428,296.15857,301.5,297.6,27.1,80.78429,59.22,17.547142,2.4285715,28.071428,6.1,31.7,23.3,16.6,33
sj,1992,33,1992-08-12,0.16395,0.12665,0.2150571,0.2192714,299.21573,299.22144,296.00714,301.3,297.8,81.8,82.75,65.55,17.415714,1.9571428,27.671429,7.5571427,31.7,22.8,41.9,30
sj,1992,34,1992-08-19,0.1146,0.1368,0.1855857,0.1925714,299.49142,299.73572,296.2143,301.9,298.3,61.6,82.31715,68.22,17.601429,2.2428572,28.214285,6.928571,33.9,24.4,42.7,52
sj,1992,35,1992-08-26,0.0875,0.0817,0.1799429,0.2217571,300.06714,300.15714,296.05713,302.2,298.1,28.9,78.86429,27.7,17.45857,2.4285715,28.27143,6.8285713,32.2,23.9,3.1,59
sj,1992,36,1992-09-02,,0.2175,0.1240143,0.1256571,300.10858,300.15714,296.17572,302.0,298.4,34.36,79.204285,61.55,17.564285,2.2,28.72857,7.4857144,34.4,24.4,6.5,67
sj,1992,37,1992-09-09,0.123975,0.1768,0.2357429,0.2148286,299.72714,299.75714,295.93713,302.2,298.2,87.2,79.93,21.34,17.352858,2.0285714,28.028572,6.542857,32.2,23.9,23.6,65
sj,1992,38,1992-09-16,0.0519,0.07226667,0.1775714,0.1588143,299.97858,300.07144,296.11142,302.2,298.4,32.6,79.52571,41.32,17.54143,2.3428571,28.142857,7.0857143,32.8,23.9,28.9,74
sj,1992,39,1992-09-23,0.1435,0.1435,0.1984,0.2122714,299.29285,299.37857,296.28143,301.4,297.9,116.79,83.7,95.55,17.751429,2.0428572,27.557142,7.242857,32.8,23.3,60.9,70
sj,1992,40,1992-09-30,0.1972,0.12715,0.1581333,0.09435,299.6243,299.70715,296.13,302.3,297.6,34.2,81.29714,97.7,17.604286,2.3,27.971428,7.2285714,33.3,23.3,22.6,61
