city,year,weekofyear,total_cases
sj,2011,29,10
sj,2011,30,13
sj,2011,31,12
sj,2011,32,12
sj,2011,33,21
sj,2011,34,19
sj,2011,35,22
sj,2011,36,21
sj,2011,37,25
sj,2011,38,19
sj,2011,39,18
sj,2011,40,15
sj,2011,41,18
sj,2011,42,22
sj,2011,43,17
sj,2011,44,24
sj,2011,45,21
sj,2011,46,15
sj,2011,47,17
sj,2011,48,18
sj,2011,49,16
sj,2011,50,15
sj,2011,51,16
sj,2012,52,16
sj,2012,1,15
sj,2012,2,12
sj,2012,3,12
sj,2012,4,11
sj,2012,5,11
sj,2012,6,11
sj,2012,7,11
sj,2012,8,12
sj,2012,9,11
sj,2012,10,11
sj,2012,11,10
sj,2012,12,10
sj,2012,13,12
sj,2012,14,10
sj,2012,15,10
sj,2012,16,10
sj,2012,17,10
sj,2012,18,10
sj,2012,19,10
sj,2012,20,11
sj,2012,21,10
sj,2012,22,12
sj,2012,23,10
sj,2012,24,18
sj,2012,25,10
sj,2012,26,10
sj,2012,27,11
sj,2012,28,10
sj,2012,29,14
sj,2012,30,17
sj,2012,31,13
sj,2012,32,17
sj,2012,33,18
sj,2012,34,19
sj,2012,35,24
sj,2012,36,33
sj,2012,37,25
sj,2012,38,26
sj,2012,39,27
sj,2012,40,22
sj,2012,41,22
sj,2012,42,20
sj,2012,43,19
sj,2012,44,22
sj,2012,45,22
sj,2012,46,24
sj,2012,47,24
sj,2012,48,17
sj,2012,49,19
sj,2012,50,18
sj,2012,51,18
sj,2013,1,12
sj,2013,2,16
sj,2013,3,13
sj,2013,4,12
sj,2013,5,15
sj,2013,6,12
sj,2013,7,12
sj,2013,8,11
sj,2013,9,10
sj,2013,10,11
sj,2013,11,11
sj,2013,12,11
sj,2013,13,13
sj,2013,14,10
sj,2013,15,10
sj,2013,16,15
sj,2013,17,10
iq,2010,26,7
iq,2010,27,7
iq,2010,28,8
iq,2010,29,6
iq,2010,30,6
iq,2010,31,7
iq,2010,32,6
iq,2010,33,7
iq,2010,34,6
iq,2010,35,9
iq,2010,36,8
iq,2010,37,8
iq,2010,38,9
iq,2010,39,8
iq,2010,40,9
iq,2010,41,9
iq,2010,42,9
iq,2010,43,10
iq,2010,44,10
iq,2010,45,10
iq,2010,46,9
iq,2010,47,10
iq,2010,48,49
iq,2010,49,9
iq,2010,50,12
iq,2010,51,7
iq,2011,52,7
iq,2011,1,10
iq,2011,2,10
iq,2011,3,9
iq,2011,4,9
iq,2011,5,10
iq,2011,6,10
iq,2011,7,11
iq,2011,8,9
iq,2011,9,9
iq,2011,10,9
iq,2011,11,8
iq,2011,12,8
iq,2011,13,7
iq,2011,14,8
iq,2011,15,7
iq,2011,16,6
iq,2011,17,7
iq,2011,18,8
iq,2011,19,7
iq,2011,20,5
iq,2011,21,8
iq,2011,22,7
iq,2011,23,6
iq,2011,24,8
iq,2011,25,7
iq,2011,26,8
iq,2011,27,7
iq,2011,28,7
iq,2011,29,6
iq,2011,30,6
iq,2011,31,6
iq,2011,32,6
iq,2011,33,6
iq,2011,34,6
iq,2011,35,7
iq,2011,36,7
iq,2011,37,7
iq,2011,38,8
iq,2011,39,12
iq,2011,40,8
iq,2011,41,8
iq,2011,42,9
iq,2011,43,10
iq,2011,44,9
iq,2011,45,9
iq,2011,46,10
iq,2011,47,9
iq,2011,48,10
iq,2011,49,10
iq,2011,50,10
iq,2011,51,10
iq,2012,52,10
iq,2012,1,15
iq,2012,2,10
iq,2012,3,9
iq,2012,4,9
iq,2012,5,10
iq,2012,6,10
iq,2012,7,10
iq,2012,8,9
iq,2012,9,7
iq,2012,10,9
iq,2012,11,5
iq,2012,12,6
iq,2012,13,8
iq,2012,14,5
iq,2012,15,8
iq,2012,16,8
iq,2012,17,8
iq,2012,18,8
iq,2012,19,5
iq,2012,20,7
iq,2012,21,6
iq,2012,22,6
iq,2012,23,7
iq,2012,24,11
iq,2012,25,7
iq,2012,26,6
iq,2012,27,7
iq,2012,28,6
iq,2012,29,6
iq,2012,30,13
iq,2012,31,5
iq,2012,32,5
iq,2012,33,6
iq,2012,34,6
iq,2012,35,8
iq,2012,36,16
iq,2012,37,8
iq,2012,38,8
iq,2012,39,8
iq,2012,40,9
iq,2012,41,10
iq,2012,42,9
iq,2012,43,9
iq,2012,44,11
iq,2012,45,9
iq,2012,46,10
iq,2012,47,19
iq,2012,48,11
iq,2012,49,9
iq,2012,50,9
iq,2012,51,10
iq,2013,1,11
iq,2013,2,14
iq,2013,3,11
iq,2013,4,10
iq,2013,5,11
iq,2013,6,12
iq,2013,7,10
iq,2013,8,10
iq,2013,9,8
iq,2013,10,9
iq,2013,11,9
iq,2013,12,9
iq,2013,13,10
iq,2013,14,8
iq,2013,15,8
iq,2013,16,9
iq,2013,17,7
iq,2013,18,11
iq,2013,19,10
iq,2013,20,7
iq,2013,21,10
iq,2013,22,9
iq,2013,23,7
iq,2013,24,6
iq,2013,25,8
iq,2013,26,8
