,city,week_start_date,total_cases
309,sj,1996-04-08,11
310,sj,1996-04-15,11
311,sj,1996-04-22,7
312,sj,1996-04-29,4
313,sj,1996-05-06,6
314,sj,1996-05-13,5
315,sj,1996-05-20,2
316,sj,1996-05-27,4
317,sj,1996-06-03,2
318,sj,1996-06-10,4
319,sj,1996-06-17,6
320,sj,1996-06-24,6
321,sj,1996-07-01,4
322,sj,1996-07-08,6
323,sj,1996-07-15,11
324,sj,1996-07-22,16
325,sj,1996-07-29,9
326,sj,1996-08-05,12
327,sj,1996-08-12,13
328,sj,1996-08-19,27
329,sj,1996-08-26,21
330,sj,1996-09-02,19
331,sj,1996-09-09,17
332,sj,1996-09-16,24
333,sj,1996-09-23,27
334,sj,1996-09-30,30
335,sj,1996-10-07,29
336,sj,1996-10-14,25
337,sj,1996-10-21,35
338,sj,1996-10-28,33
339,sj,1996-11-04,30
340,sj,1996-11-11,29
341,sj,1996-11-18,31
342,sj,1996-11-25,29
343,sj,1996-12-02,22
344,sj,1996-12-09,27
345,sj,1996-12-16,24
346,sj,1996-12-23,26
347,sj,1997-01-01,29
348,sj,1997-01-08,22
349,sj,1997-01-15,33
350,sj,1997-01-22,24
351,sj,1997-01-29,30
352,sj,1997-02-05,20
353,sj,1997-02-12,17
354,sj,1997-02-19,24
355,sj,1997-02-26,28
356,sj,1997-03-05,18
357,sj,1997-03-12,13
358,sj,1997-03-19,9
359,sj,1997-03-26,14
360,sj,1997-04-02,11
361,sj,1997-04-09,11
362,sj,1997-04-16,19
363,sj,1997-04-23,10
364,sj,1997-04-30,8
365,sj,1997-05-07,8
366,sj,1997-05-14,9
367,sj,1997-05-21,3
368,sj,1997-05-28,7
369,sj,1997-06-04,14
370,sj,1997-06-11,4
371,sj,1997-06-18,9
372,sj,1997-06-25,14
373,sj,1997-07-02,7
374,sj,1997-07-09,9
375,sj,1997-07-16,3
376,sj,1997-07-23,3
377,sj,1997-07-30,14
378,sj,1997-08-06,12
379,sj,1997-08-13,10
380,sj,1997-08-20,21
381,sj,1997-08-27,26
382,sj,1997-09-03,47
383,sj,1997-09-10,42
384,sj,1997-09-17,31
385,sj,1997-09-24,34
386,sj,1997-10-01,33
387,sj,1997-10-08,52
388,sj,1997-10-15,56
389,sj,1997-10-22,70
390,sj,1997-10-29,112
391,sj,1997-11-05,70
392,sj,1997-11-12,47
393,sj,1997-11-19,48
394,sj,1997-11-26,49
395,sj,1997-12-03,66
396,sj,1997-12-10,56
397,sj,1997-12-17,61
398,sj,1997-12-24,67
399,sj,1998-01-01,64
400,sj,1998-01-08,68
401,sj,1998-01-15,49
402,sj,1998-01-22,50
403,sj,1998-01-29,56
404,sj,1998-02-05,75
405,sj,1998-02-12,63
406,sj,1998-02-19,62
407,sj,1998-02-26,41
408,sj,1998-03-05,50
409,sj,1998-03-12,34
410,sj,1998-03-19,31
411,sj,1998-03-26,38
412,sj,1998-04-02,30
413,sj,1998-04-09,32
414,sj,1998-04-16,26
415,sj,1998-04-23,30
416,sj,1998-04-30,36
417,sj,1998-05-07,35
418,sj,1998-05-14,46
419,sj,1998-05-21,48
420,sj,1998-05-28,44
421,sj,1998-06-04,51
422,sj,1998-06-11,59
423,sj,1998-06-18,71
424,sj,1998-06-25,102
425,sj,1998-07-02,128
426,sj,1998-07-09,127
427,sj,1998-07-16,150
428,sj,1998-07-23,191
429,sj,1998-07-30,256
430,sj,1998-08-06,329
431,sj,1998-08-13,263
432,sj,1998-08-20,220
433,sj,1998-08-27,204
434,sj,1998-09-03,181
435,sj,1998-09-10,99
436,sj,1998-09-17,54
437,sj,1998-09-24,80
438,sj,1998-10-01,102
439,sj,1998-10-08,127
440,sj,1998-10-15,73
441,sj,1998-10-22,68
442,sj,1998-10-29,64
443,sj,1998-11-05,55
444,sj,1998-11-12,67
445,sj,1998-11-19,84
446,sj,1998-11-26,85
447,sj,1998-12-03,67
448,sj,1998-12-10,73
449,sj,1998-12-17,89
450,sj,1998-12-24,68
451,sj,1999-01-01,59
452,sj,1999-01-08,56
453,sj,1999-01-15,77
454,sj,1999-01-22,75
455,sj,1999-01-29,47
456,sj,1999-02-05,50
457,sj,1999-02-12,42
458,sj,1999-02-19,28
459,sj,1999-02-26,37
460,sj,1999-03-05,37
461,sj,1999-03-12,27
462,sj,1999-03-19,12
463,sj,1999-03-26,15
464,sj,1999-04-02,22
465,sj,1999-04-09,8
466,sj,1999-04-16,15
467,sj,1999-04-23,17
468,sj,1999-04-30,10
469,sj,1999-05-07,9
470,sj,1999-05-14,11
471,sj,1999-05-21,20
472,sj,1999-05-28,13
473,sj,1999-06-04,11
474,sj,1999-06-11,16
475,sj,1999-06-18,11
476,sj,1999-06-25,7
477,sj,1999-07-02,17
478,sj,1999-07-09,14
479,sj,1999-07-16,13
480,sj,1999-07-23,15
481,sj,1999-07-30,30
482,sj,1999-08-06,25
483,sj,1999-08-13,40
484,sj,1999-08-20,44
485,sj,1999-08-27,25
486,sj,1999-09-03,21
487,sj,1999-09-10,48
488,sj,1999-09-17,56
489,sj,1999-09-24,60
490,sj,1999-10-01,45
491,sj,1999-10-08,55
492,sj,1999-10-15,32
493,sj,1999-10-22,46
494,sj,1999-10-29,61
495,sj,1999-11-05,42
496,sj,1999-11-12,37
497,sj,1999-11-19,43
498,sj,1999-11-26,34
499,sj,1999-12-03,40
500,sj,1999-12-10,25
501,sj,1999-12-17,16
502,sj,1999-12-24,17
503,sj,2000-01-01,17
504,sj,2000-01-08,16
505,sj,2000-01-15,23
506,sj,2000-01-22,18
507,sj,2000-01-29,18
508,sj,2000-02-05,9
509,sj,2000-02-12,7
510,sj,2000-02-19,7
511,sj,2000-02-26,4
512,sj,2000-03-04,3
513,sj,2000-03-11,2
514,sj,2000-03-18,8
515,sj,2000-03-25,3
516,sj,2000-04-01,1
517,sj,2000-04-08,1
518,sj,2000-04-15,2
519,sj,2000-04-22,3
520,sj,2000-04-29,3
521,sj,2000-05-06,2
522,sj,2000-05-13,0
523,sj,2000-05-20,0
524,sj,2000-05-27,2
525,sj,2000-06-03,2
526,sj,2000-06-10,0
527,sj,2000-06-17,6
528,sj,2000-06-24,3
529,sj,2000-07-01,0
530,sj,2000-07-08,0
531,sj,2000-07-15,0
532,sj,2000-07-22,0
533,sj,2000-07-29,0
534,sj,2000-08-05,0
535,sj,2000-08-12,0
536,sj,2000-08-19,0
537,sj,2000-08-26,0
538,sj,2000-09-02,0
539,sj,2000-09-09,1
540,sj,2000-09-16,0
541,sj,2000-09-23,0
542,sj,2000-09-30,0
543,sj,2000-10-07,0
544,sj,2000-10-14,1
545,sj,2000-10-21,1
546,sj,2000-10-28,0
547,sj,2000-11-04,0
548,sj,2000-11-11,0
549,sj,2000-11-18,0
550,sj,2000-11-25,0
551,sj,2000-12-02,0
552,sj,2000-12-09,0
553,sj,2000-12-16,1
554,sj,2000-12-23,0
555,sj,2001-01-01,0
556,sj,2001-01-08,0
557,sj,2001-01-15,0
558,sj,2001-01-22,0
559,sj,2001-01-29,0
560,sj,2001-02-05,0
561,sj,2001-02-12,0
562,sj,2001-02-19,0
563,sj,2001-02-26,0
564,sj,2001-03-05,0
565,sj,2001-03-12,0
566,sj,2001-03-19,0
567,sj,2001-03-26,0
568,sj,2001-04-02,0
569,sj,2001-04-09,0
570,sj,2001-04-16,1
571,sj,2001-04-23,0
572,sj,2001-04-30,0
573,sj,2001-05-07,0
574,sj,2001-05-14,0
575,sj,2001-05-21,1
576,sj,2001-05-28,1
577,sj,2001-06-04,0
578,sj,2001-06-11,0
579,sj,2001-06-18,1
580,sj,2001-06-25,0
581,sj,2001-07-02,0
582,sj,2001-07-09,0
583,sj,2001-07-16,0
584,sj,2001-07-23,0
585,sj,2001-07-30,0
586,sj,2001-08-06,0
587,sj,2001-08-13,0
588,sj,2001-08-20,0
589,sj,2001-08-27,0
590,sj,2001-09-03,0
591,sj,2001-09-10,0
592,sj,2001-09-17,0
593,sj,2001-09-24,0
594,sj,2001-10-01,0
595,sj,2001-10-08,0
596,sj,2001-10-15,0
597,sj,2001-10-22,0
598,sj,2001-10-29,0
599,sj,2001-11-05,0
600,sj,2001-11-12,0
601,sj,2001-11-19,1
602,sj,2001-11-26,1
603,sj,2001-12-03,1
604,sj,2001-12-10,2
605,sj,2001-12-17,4
606,sj,2001-12-24,1
607,sj,2002-01-01,4
608,sj,2002-01-08,11
609,sj,2002-01-15,16
610,sj,2002-01-22,23
611,sj,2002-01-29,12
612,sj,2002-02-05,14
613,sj,2002-02-12,18
614,sj,2002-02-19,8
615,sj,2002-02-26,7
616,sj,2002-03-05,10
617,sj,2002-03-12,7
618,sj,2002-03-19,10
619,sj,2002-03-26,5
620,sj,2002-04-02,11
621,sj,2002-04-09,8
622,sj,2002-04-16,18
623,sj,2002-04-23,13
624,sj,2002-04-30,9
625,sj,2002-05-07,22
626,sj,2002-05-14,10
627,sj,2002-05-21,5
628,sj,2002-05-28,13
629,sj,2002-06-04,2
630,sj,2002-06-11,11
631,sj,2002-06-18,11
632,sj,2002-06-25,3
633,sj,2002-07-02,7
634,sj,2002-07-09,7
635,sj,2002-07-16,4
636,sj,2002-07-23,5
637,sj,2002-07-30,6
638,sj,2002-08-06,7
639,sj,2002-08-13,7
640,sj,2002-08-20,4
641,sj,2002-08-27,9
642,sj,2002-09-03,17
643,sj,2002-09-10,8
644,sj,2002-09-17,22
645,sj,2002-09-24,18
646,sj,2002-10-01,21
647,sj,2002-10-08,16
648,sj,2002-10-15,31
649,sj,2002-10-22,25
650,sj,2002-10-29,28
651,sj,2002-11-05,26
652,sj,2002-11-12,18
653,sj,2002-11-19,27
654,sj,2002-11-26,11
655,sj,2002-12-03,38
656,sj,2002-12-10,29
657,sj,2002-12-17,21
658,sj,2002-12-24,11
659,sj,2003-01-01,10
660,sj,2003-01-08,5
661,sj,2003-01-15,6
662,sj,2003-01-22,2
663,sj,2003-01-29,1
664,sj,2003-02-05,2
665,sj,2003-02-12,2
666,sj,2003-02-19,3
667,sj,2003-02-26,5
668,sj,2003-03-05,1
669,sj,2003-03-12,4
670,sj,2003-03-19,2
671,sj,2003-03-26,4
672,sj,2003-04-02,0
673,sj,2003-04-09,0
674,sj,2003-04-16,0
675,sj,2003-04-23,0
676,sj,2003-04-30,1
677,sj,2003-05-07,1
678,sj,2003-05-14,1
679,sj,2003-05-21,1
680,sj,2003-05-28,1
681,sj,2003-06-04,2
682,sj,2003-06-11,3
683,sj,2003-06-18,4
684,sj,2003-06-25,6
685,sj,2003-07-02,2
686,sj,2003-07-09,2
687,sj,2003-07-16,5
688,sj,2003-07-23,1
689,sj,2003-07-30,1
690,sj,2003-08-06,0
691,sj,2003-08-13,0
692,sj,2003-08-20,0
693,sj,2003-08-27,0
694,sj,2003-09-03,2
695,sj,2003-09-10,0
696,sj,2003-09-17,3
697,sj,2003-09-24,0
698,sj,2003-10-01,0
699,sj,2003-10-08,0
700,sj,2003-10-15,2
701,sj,2003-10-22,2
702,sj,2003-10-29,3
703,sj,2003-11-05,3
704,sj,2003-11-12,3
705,sj,2003-11-19,1
706,sj,2003-11-26,2
707,sj,2003-12-03,3
708,sj,2003-12-10,6
709,sj,2003-12-17,5
710,sj,2003-12-24,1
711,sj,2004-01-01,4
712,sj,2004-01-08,5
713,sj,2004-01-15,8
714,sj,2004-01-22,5
715,sj,2004-01-29,2
716,sj,2004-02-05,3
717,sj,2004-02-12,3
718,sj,2004-02-19,1
719,sj,2004-02-26,6
720,sj,2004-03-04,4
721,sj,2004-03-11,1
722,sj,2004-03-18,2
723,sj,2004-03-25,3
724,sj,2004-04-01,1
725,sj,2004-04-08,8
726,sj,2004-04-15,4
727,sj,2004-04-22,6
728,sj,2004-04-29,7
729,sj,2004-05-06,5
730,sj,2004-05-13,8
731,sj,2004-05-20,6
732,sj,2004-05-27,5
733,sj,2004-06-03,6
734,sj,2004-06-10,6
735,sj,2004-06-17,13
736,sj,2004-06-24,2
737,sj,2004-07-01,10
738,sj,2004-07-08,3
739,sj,2004-07-15,12
740,sj,2004-07-22,7
741,sj,2004-07-29,6
742,sj,2004-08-05,5
743,sj,2004-08-12,6
744,sj,2004-08-19,6
745,sj,2004-08-26,6
746,sj,2004-09-02,8
747,sj,2004-09-09,6
748,sj,2004-09-16,9
749,sj,2004-09-23,12
750,sj,2004-09-30,19
751,sj,2004-10-07,8
752,sj,2004-10-14,16
753,sj,2004-10-21,21
754,sj,2004-10-28,6
755,sj,2004-11-04,22
756,sj,2004-11-11,37
757,sj,2004-11-18,33
758,sj,2004-11-25,18
759,sj,2004-12-02,83
760,sj,2004-12-09,116
761,sj,2004-12-16,32
762,sj,2004-12-23,7
763,sj,2005-01-01,9
764,sj,2005-01-08,10
765,sj,2005-01-15,5
766,sj,2005-01-22,8
767,sj,2005-01-29,7
768,sj,2005-02-05,8
769,sj,2005-02-12,11
770,sj,2005-02-19,6
771,sj,2005-02-26,7
772,sj,2005-03-05,7
773,sj,2005-03-12,14
774,sj,2005-03-19,7
775,sj,2005-03-26,9
776,sj,2005-04-02,13
777,sj,2005-04-09,16
778,sj,2005-04-16,7
779,sj,2005-04-23,9
780,sj,2005-04-30,2
781,sj,2005-05-07,13
782,sj,2005-05-14,8
783,sj,2005-05-21,3
784,sj,2005-05-28,5
785,sj,2005-06-04,4
786,sj,2005-06-11,8
787,sj,2005-06-18,2
788,sj,2005-06-25,3
789,sj,2005-07-02,5
790,sj,2005-07-09,7
791,sj,2005-07-16,3
792,sj,2005-07-23,5
793,sj,2005-07-30,6
794,sj,2005-08-06,5
795,sj,2005-08-13,5
796,sj,2005-08-20,4
797,sj,2005-08-27,0
798,sj,2005-09-03,0
799,sj,2005-09-10,0
800,sj,2005-09-17,0
801,sj,2005-09-24,0
802,sj,2005-10-01,2
803,sj,2005-10-08,4
804,sj,2005-10-15,4
805,sj,2005-10-22,3
806,sj,2005-10-29,3
807,sj,2005-11-05,5
808,sj,2005-11-12,6
809,sj,2005-11-19,14
810,sj,2005-11-26,3
811,sj,2005-12-03,7
812,sj,2005-12-10,11
813,sj,2005-12-17,2
814,sj,2005-12-24,6
815,sj,2006-01-01,8
816,sj,2006-01-08,25
817,sj,2006-01-15,21
818,sj,2006-01-22,10
819,sj,2006-01-29,28
820,sj,2006-02-05,39
821,sj,2006-02-12,20
822,sj,2006-02-19,24
823,sj,2006-02-26,28
824,sj,2006-03-05,26
825,sj,2006-03-12,8
826,sj,2006-03-19,9
827,sj,2006-03-26,12
828,sj,2006-04-02,18
829,sj,2006-04-09,9
830,sj,2006-04-16,9
831,sj,2006-04-23,6
832,sj,2006-04-30,6
833,sj,2006-05-07,8
834,sj,2006-05-14,5
835,sj,2006-05-21,7
836,sj,2006-05-28,6
837,sj,2006-06-04,5
838,sj,2006-06-11,3
839,sj,2006-06-18,1
840,sj,2006-06-25,0
841,sj,2006-07-02,1
842,sj,2006-07-09,2
843,sj,2006-07-16,3
844,sj,2006-07-23,2
845,sj,2006-07-30,2
846,sj,2006-08-06,2
847,sj,2006-08-13,2
848,sj,2006-08-20,2
849,sj,2006-08-27,4
850,sj,2006-09-03,0
851,sj,2006-09-10,6
852,sj,2006-09-17,3
853,sj,2006-09-24,2
854,sj,2006-10-01,6
855,sj,2006-10-08,2
856,sj,2006-10-15,7
857,sj,2006-10-22,4
858,sj,2006-10-29,6
859,sj,2006-11-05,6
860,sj,2006-11-12,2
861,sj,2006-11-19,13
862,sj,2006-11-26,10
863,sj,2006-12-03,5
864,sj,2006-12-10,2
865,sj,2006-12-17,0
866,sj,2006-12-24,1
867,sj,2007-01-01,0
868,sj,2007-01-08,14
869,sj,2007-01-15,6
870,sj,2007-01-22,10
871,sj,2007-01-29,5
872,sj,2007-02-05,12
873,sj,2007-02-12,9
874,sj,2007-02-19,5
875,sj,2007-02-26,11
876,sj,2007-03-05,2
877,sj,2007-03-12,6
878,sj,2007-03-19,7
879,sj,2007-03-26,6
880,sj,2007-04-02,5
881,sj,2007-04-09,9
882,sj,2007-04-16,5
883,sj,2007-04-23,8
884,sj,2007-04-30,3
885,sj,2007-05-07,4
886,sj,2007-05-14,11
887,sj,2007-05-21,5
888,sj,2007-05-28,8
889,sj,2007-06-04,4
890,sj,2007-06-11,3
891,sj,2007-06-18,1
892,sj,2007-06-25,2
893,sj,2007-07-02,3
894,sj,2007-07-09,4
895,sj,2007-07-16,1
896,sj,2007-07-23,8
897,sj,2007-07-30,5
898,sj,2007-08-06,3
899,sj,2007-08-13,2
900,sj,2007-08-20,7
901,sj,2007-08-27,1
902,sj,2007-09-03,6
903,sj,2007-09-10,7
904,sj,2007-09-17,5
905,sj,2007-09-24,2
906,sj,2007-10-01,6
907,sj,2007-10-08,11
908,sj,2007-10-15,6
909,sj,2007-10-22,3
910,sj,2007-10-29,11
911,sj,2007-11-05,11
912,sj,2007-11-12,5
913,sj,2007-11-19,4
914,sj,2007-11-26,9
915,sj,2007-12-03,23
916,sj,2007-12-10,28
917,sj,2007-12-17,26
918,sj,2007-12-24,7
919,sj,2008-01-01,29
920,sj,2008-01-08,58
921,sj,2008-01-15,26
922,sj,2008-01-22,38
923,sj,2008-01-29,35
924,sj,2008-02-05,37
925,sj,2008-02-12,20
926,sj,2008-02-19,29
927,sj,2008-02-26,25
928,sj,2008-03-04,23
929,sj,2008-03-11,9
930,sj,2008-03-18,3
931,sj,2008-03-25,6
932,sj,2008-04-01,6
933,sj,2008-04-08,3
934,sj,2008-04-15,1
935,sj,2008-04-22,3
